value	from	to
0,727099106	Ямало-Ненецкий АО	Тюменская обл.
0,920262599	Ярославская обл.	Тюменская обл.
0,804970798	Адыгея	Удмуртия
0,786043124	Алтай	Удмуртия
0,877546742	Алтайский край	Удмуртия
0,824360471	Амурская обл.	Удмуртия
0,907326772	Архангельская обл.	Удмуртия
0,891141446	Астраханская обл.	Удмуртия
0,849458763	Башкортостан	Удмуртия
0,907906356	Белгородская обл.	Удмуртия
0,87258359	Брянская обл.	Удмуртия
0,805884812	Бурятия	Удмуртия
0,875097014	Владимирская обл.	Удмуртия
0,918758166	Волгоградская обл.	Удмуртия
0,933235101	Вологодская обл.	Удмуртия
0,939410066	Воронежская обл.	Удмуртия
0,712833095	Дагестан	Удмуртия
0,814333006	Еврейская АО	Удмуртия
0,896422887	Забайкальский край	Удмуртия
0,878780551	Ивановская обл.	Удмуртия
0,734390447	Ингушетия	Удмуртия
0,860834258	Иркутская обл.	Удмуртия
0,792702062	Кабардино-Балкария	Удмуртия
0,932441316	Калининградская обл.	Удмуртия
0,752303734	Калмыкия	Удмуртия
0,840977235	Калужская обл.	Удмуртия
0,761022793	Камчатский край	Удмуртия
0,701036515	Карачаево-Черкессия	Удмуртия
0,895244648	Карелия	Удмуртия
0,830345175	Кемеровская обл.	Удмуртия
0,876288948	Кировская обл.	Удмуртия
0,917032432	Коми	Удмуртия
0,928302006	Костромская обл.	Удмуртия
0,86279667	Краснодарский край	Удмуртия
0,859407873	Красноярский край	Удмуртия
0,95119935	Крым	Удмуртия
0,925581195	Курганская обл.	Удмуртия
0,922040321	Курская обл.	Удмуртия
0,882665205	Ленинградская обл.	Удмуртия
0,895606274	Липецкая обл.	Удмуртия
0,726678436	Магаданская обл.	Удмуртия
0,771562911	Марий Эл	Удмуртия
0,867903687	Мордовия	Удмуртия
0,551606302	Москва	Удмуртия
0,677532609	Московская обл.	Удмуртия
0,796415634	Мурманская обл.	Удмуртия
0,828563827	Ненецкий АО	Удмуртия
0,901665161	Нижегородская обл.	Удмуртия
0,895582006	Новгородская обл.	Удмуртия
0,834953954	Новосибирская обл.	Удмуртия
0,88995731	Омская обл.	Удмуртия
0,933564988	Оренбургская обл.	Удмуртия
0,87359636	Орловская обл.	Удмуртия
0,921087468	Пензенская обл.	Удмуртия
0,924741472	Пермский край	Удмуртия
0,821082204	Приморский край	Удмуртия
0,899873983	Псковская обл.	Удмуртия
0,934598663	Ростовская обл.	Удмуртия
0,860053011	Рязанская обл.	Удмуртия
0,934383763	Самарская обл.	Удмуртия
0,870683301	Санкт-Петербург	Удмуртия
0,930711388	Саратовская обл.	Удмуртия
0,867836276	Саха (Якутия)	Удмуртия
0,774624771	Сахалинская обл.	Удмуртия
0,844206681	Свердловская обл.	Удмуртия
0,930034664	Севастополь	Удмуртия
0,737263532	Северная Осетия	Удмуртия
0,850728505	Смоленская обл.	Удмуртия
0,891316809	Ставропольский край	Удмуртия
0,809474945	Тамбовская обл.	Удмуртия
0,605481967	Татарстан	Удмуртия
0,901904264	Тверская обл.	Удмуртия
0,840804952	Томская обл.	Удмуртия
0,800707633	Тульская обл.	Удмуртия
0,525624097	Тыва	Удмуртия
0,89763199	Тюменская обл.	Удмуртия
1	Удмуртия	Удмуртия
0,919109197	Ульяновская обл.	Удмуртия
0,835753747	Хабаровский край	Удмуртия
0,840947265	Хакасия	Удмуртия
0,728335318	ХМАО – Югра	Удмуртия
0,85465464	Челябинская обл.	Удмуртия
0,693707974	Чечня	Удмуртия
0,769232364	Чувашия	Удмуртия
0,850696897	Чукотский АО	Удмуртия
0,676263282	Ямало-Ненецкий АО	Удмуртия
0,886476507	Ярославская обл.	Удмуртия
0,909484185	Адыгея	Ульяновская обл.
0,810844339	Алтай	Ульяновская обл.
0,927504157	Алтайский край	Ульяновская обл.
0,89247731	Амурская обл.	Ульяновская обл.
