value	from	to
0,882745721	Краснодарский край	Ставропольский край
0,934786215	Красноярский край	Ставропольский край
0,859937282	Крым	Ставропольский край
0,910261806	Курганская обл.	Ставропольский край
0,856387233	Курская обл.	Ставропольский край
0,877262138	Ленинградская обл.	Ставропольский край
0,848459339	Липецкая обл.	Ставропольский край
0,800399547	Магаданская обл.	Ставропольский край
0,868700203	Марий Эл	Ставропольский край
0,878146248	Мордовия	Ставропольский край
0,506924342	Москва	Ставропольский край
0,700829478	Московская обл.	Ставропольский край
0,840464471	Мурманская обл.	Ставропольский край
0,839870536	Ненецкий АО	Ставропольский край
0,878492299	Нижегородская обл.	Ставропольский край
0,896849716	Новгородская обл.	Ставропольский край
0,876338687	Новосибирская обл.	Ставропольский край
0,954752785	Омская обл.	Ставропольский край
0,916624453	Оренбургская обл.	Ставропольский край
0,870254156	Орловская обл.	Ставропольский край
0,901766079	Пензенская обл.	Ставропольский край
0,896324895	Пермский край	Ставропольский край
0,94321523	Приморский край	Ставропольский край
0,85658527	Псковская обл.	Ставропольский край
0,911223833	Ростовская обл.	Ставропольский край
0,819421084	Рязанская обл.	Ставропольский край
0,901607667	Самарская обл.	Ставропольский край
0,819029773	Санкт-Петербург	Ставропольский край
0,874154341	Саратовская обл.	Ставропольский край
0,79023617	Саха (Якутия)	Ставропольский край
0,885362708	Сахалинская обл.	Ставропольский край
0,90169015	Свердловская обл.	Ставропольский край
0,881752741	Севастополь	Ставропольский край
0,827904753	Северная Осетия	Ставропольский край
0,834476403	Смоленская обл.	Ставропольский край
1	Ставропольский край	Ставропольский край
0,798685849	Тамбовская обл.	Ставропольский край
0,548733807	Татарстан	Ставропольский край
0,879593385	Тверская обл.	Ставропольский край
0,869370832	Томская обл.	Ставропольский край
0,796182473	Тульская обл.	Ставропольский край
0,620820972	Тыва	Ставропольский край
0,933775629	Тюменская обл.	Ставропольский край
0,891316809	Удмуртия	Ставропольский край
0,929092318	Ульяновская обл.	Ставропольский край
0,916921705	Хабаровский край	Ставропольский край
0,876019482	Хакасия	Ставропольский край
0,794071718	ХМАО – Югра	Ставропольский край
0,864054005	Челябинская обл.	Ставропольский край
0,744288224	Чечня	Ставропольский край
0,747541982	Чувашия	Ставропольский край
0,769588616	Чукотский АО	Ставропольский край
0,734697092	Ямало-Ненецкий АО	Ставропольский край
0,858494055	Ярославская обл.	Ставропольский край
0,82014154	Адыгея	Тамбовская обл.
0,59220341	Алтай	Тамбовская обл.
0,854880528	Алтайский край	Тамбовская обл.
0,853271878	Амурская обл.	Тамбовская обл.
0,839464938	Архангельская обл.	Тамбовская обл.
0,811532946	Астраханская обл.	Тамбовская обл.
0,915447133	Башкортостан	Тамбовская обл.
0,948923784	Белгородская обл.	Тамбовская обл.
0,887620079	Брянская обл.	Тамбовская обл.
0,792722399	Бурятия	Тамбовская обл.
0,918980515	Владимирская обл.	Тамбовская обл.
0,88213549	Волгоградская обл.	Тамбовская обл.
0,910393437	Вологодская обл.	Тамбовская обл.
0,892197315	Воронежская обл.	Тамбовская обл.
0,63790963	Дагестан	Тамбовская обл.
0,7392522	Еврейская АО	Тамбовская обл.
0,856965725	Забайкальский край	Тамбовская обл.
0,928048376	Ивановская обл.	Тамбовская обл.
0,691914327	Ингушетия	Тамбовская обл.
0,865647802	Иркутская обл.	Тамбовская обл.
0,831465025	Кабардино-Балкария	Тамбовская обл.
0,906155764	Калининградская обл.	Тамбовская обл.
0,504331296	Калмыкия	Тамбовская обл.
0,929054179	Калужская обл.	Тамбовская обл.
0,704940937	Камчатский край	Тамбовская обл.
0,668071251	Карачаево-Черкессия	Тамбовская обл.
0,870852788	Карелия	Тамбовская обл.
0,759418445	Кемеровская обл.	Тамбовская обл.
0,853928221	Кировская обл.	Тамбовская обл.
0,815128889	Коми	Тамбовская обл.
0,78157692	Костромская обл.	Тамбовская обл.
0,910289504	Краснодарский край	Тамбовская обл.
0,830862002	Красноярский край	Тамбовская обл.
0,786381355	Крым	Тамбовская обл.
0,884158694	Курганская обл.	Тамбовская обл.
0,904458209	Курская обл.	Тамбовская обл.
0,930127632	Ленинградская обл.	Тамбовская обл.
0,929852814	Липецкая обл.	Тамбовская обл.
0,536498755	Магаданская обл.	Тамбовская обл.
0,719999249	Марий Эл	Тамбовская обл.
0,924056819	Мордовия	Тамбовская обл.
0,533879431	Москва	Тамбовская обл.
0,730786728	Московская обл.	Тамбовская обл.
0,692591139	Мурманская обл.	Тамбовская обл.
0,755307751	Ненецкий АО	Тамбовская обл.
0,919194738	Нижегородская обл.	Тамбовская обл.
0,902969351	Новгородская обл.	Тамбовская обл.
0,872475135	Новосибирская обл.	Тамбовская обл.
0,827678887	Омская обл.	Тамбовская обл.
0,756659801	Оренбургская обл.	Тамбовская обл.
0,949655052	Орловская обл.	Тамбовская обл.
0,910200665	Пензенская обл.	Тамбовская обл.
0,895975087	Пермский край	Тамбовская обл.
0,848621661	Приморский край	Тамбовская обл.
0,90576762	Псковская обл.	Тамбовская обл.
0,90649832	Ростовская обл.	Тамбовская обл.
0,930933038	Рязанская обл.	Тамбовская обл.
0,903006245	Самарская обл.	Тамбовская обл.
0,879444344	Санкт-Петербург	Тамбовская обл.
0,930620823	Саратовская обл.	Тамбовская обл.
0,766140818	Саха (Якутия)	Тамбовская обл.
0,721806263	Сахалинская обл.	Тамбовская обл.
0,869351435	Свердловская обл.	Тамбовская обл.
0,840429892	Севастополь	Тамбовская обл.
0,766901663	Северная Осетия	Тамбовская обл.
0,893380075	Смоленская обл.	Тамбовская обл.
0,798685849	Ставропольский край	Тамбовская обл.
1	Тамбовская обл.	Тамбовская обл.
0,814811825	Татарстан	Тамбовская обл.
0,914793257	Тверская обл.	Тамбовская обл.
0,816563203	Томская обл.	Тамбовская обл.
0,9729031	Тульская обл.	Тамбовская обл.
0,328792948	Тыва	Тамбовская обл.
0,856685686	Тюменская обл.	Тамбовская обл.
0,809474945	Удмуртия	Тамбовская обл.
0,824183164	Ульяновская обл.	Тамбовская обл.
0,82454551	Хабаровский край	Тамбовская обл.
0,719981053	Хакасия	Тамбовская обл.
0,67711799	ХМАО – Югра	Тамбовская обл.
0,905952703	Челябинская обл.	Тамбовская обл.
0,730117889	Чечня	Тамбовская обл.
0,824012781	Чувашия	Тамбовская обл.
0,775808186	Чукотский АО	Тамбовская обл.
0,556690754	Ямало-Ненецкий АО	Тамбовская обл.
0,941982644	Ярославская обл.	Тамбовская обл.
0,63079564	Адыгея	Татарстан
0,368823337	Алтай	Татарстан
0,645763823	Алтайский край	Татарстан
0,734879576	Амурская обл.	Татарстан
0,615281337	Архангельская обл.	Татарстан
0,536309193	Астраханская обл.	Татарстан
0,780924661	Башкортостан	Татарстан
0,719479691	Белгородская обл.	Татарстан
0,655254954	Брянская обл.	Татарстан
0,503446793	Бурятия	Татарстан
0,708042946	Владимирская обл.	Татарстан
0,783412266	Волгоградская обл.	Татарстан
0,753493593	Вологодская обл.	Татарстан
0,720989367	Воронежская обл.	Татарстан
0,443704555	Дагестан	Татарстан
0,675105096	Еврейская АО	Татарстан
0,624885685	Забайкальский край	Татарстан
0,71946984	Ивановская обл.	Татарстан
0,5017758	Ингушетия	Татарстан
0,621032618	Иркутская обл.	Татарстан
0,632433037	Кабардино-Балкария	Татарстан
0,695463	Калининградская обл.	Татарстан
0,329219996	Калмыкия	Татарстан
0,719308129	Калужская обл.	Татарстан
0,521999626	Камчатский край	Татарстан
0,471971654	Карачаево-Черкессия	Татарстан
0,681311189	Карелия	Татарстан
0,603166601	Кемеровская обл.	Татарстан
0,559961769	Кировская обл.	Татарстан
0,603541923	Коми	Татарстан
0,563684013	Костромская обл.	Татарстан
0,696499165	Краснодарский край	Татарстан
0,604326316	Красноярский край	Татарстан
0,582683379	Крым	Татарстан
0,67224715	Курганская обл.	Татарстан
0,72149193	Курская обл.	Татарстан
0,710151013	Ленинградская обл.	Татарстан
0,781190458	Липецкая обл.	Татарстан
0,330657871	Магаданская обл.	Татарстан
0,496766622	Марий Эл	Татарстан
0,779763133	Мордовия	Татарстан
0,298693757	Москва	Татарстан
0,519541815	Московская обл.	Татарстан
0,457968294	Мурманская обл.	Татарстан
0,646479451	Ненецкий АО	Татарстан
0,712619702	Нижегородская обл.	Татарстан
0,698118934	Новгородская обл.	Татарстан
0,681856697	Новосибирская обл.	Татарстан
0,574736371	Омская обл.	Татарстан
0,545007216	Оренбургская обл.	Татарстан
0,751722534	Орловская обл.	Татарстан
0,704585362	Пензенская обл.	Татарстан
0,705613861	Пермский край	Татарстан
0,627632359	Приморский край	Татарстан
0,696336516	Псковская обл.	Татарстан
0,670781708	Ростовская обл.	Татарстан
0,836002833	Рязанская обл.	Татарстан
0,68414526	Самарская обл.	Татарстан
0,658343529	Санкт-Петербург	Татарстан
0,750958827	Саратовская обл.	Татарстан
0,653360018	Саха (Якутия)	Татарстан
0,45409181	Сахалинская обл.	Татарстан
0,736751401	Свердловская обл.	Татарстан
0,66941843	Севастополь	Татарстан
0,59701881	Северная Осетия	Татарстан
0,709277476	Смоленская обл.	Татарстан
0,548733807	Ставропольский край	Татарстан
0,814811825	Тамбовская обл.	Татарстан
1	Татарстан	Татарстан
0,704306874	Тверская обл.	Татарстан
0,687206246	Томская обл.	Татарстан
0,835041526	Тульская обл.	Татарстан
0,196679596	Тыва	Татарстан
0,623954873	Тюменская обл.	Татарстан
0,605481967	Удмуртия	Татарстан
0,612053595	Ульяновская обл.	Татарстан
0,679903197	Хабаровский край	Татарстан
0,493431845	Хакасия	Татарстан
0,491816947	ХМАО – Югра	Татарстан
0,784114613	Челябинская обл.	Татарстан
0,640477599	Чечня	Татарстан
0,748512529	Чувашия	Татарстан
0,762835967	Чукотский АО	Татарстан
0,409733161	Ямало-Ненецкий АО	Татарстан
0,773825109	Ярославская обл.	Татарстан
0,833671695	Адыгея	Тверская обл.
0,701495499	Алтай	Тверская обл.
0,919756235	Алтайский край	Тверская обл.
0,893759285	Амурская обл.	Тверская обл.
0,902924986	Архангельская обл.	Тверская обл.
0,930467173	Астраханская обл.	Тверская обл.
0,936167929	Башкортостан	Тверская обл.
0,953833703	Белгородская обл.	Тверская обл.
0,959347496	Брянская обл.	Тверская обл.
0,874570401	Бурятия	Тверская обл.
0,978840731	Владимирская обл.	Тверская обл.
0,931624048	Волгоградская обл.	Тверская обл.
0,945055142	Вологодская обл.	Тверская обл.
0,952794414	Воронежская обл.	Тверская обл.
0,771386959	Дагестан	Тверская обл.
0,799046252	Еврейская АО	Тверская обл.
0,938446248	Забайкальский край	Тверская обл.
0,937305821	Ивановская обл.	Тверская обл.
0,746350463	Ингушетия	Тверская обл.
0,929718911	Иркутская обл.	Тверская обл.
0,842627716	Кабардино-Балкария	Тверская обл.
0,9670426	Калининградская обл.	Тверская обл.
0,597135522	Калмыкия	Тверская обл.
0,927059372	Калужская обл.	Тверская обл.
0,760783383	Камчатский край	Тверская обл.
0,684584628	Карачаево-Черкессия	Тверская обл.
0,940265386	Карелия	Тверская обл.
0,851816025	Кемеровская обл.	Тверская обл.
0,905484195	Кировская обл.	Тверская обл.
0,925430188	Коми	Тверская обл.
0,897950125	Костромская обл.	Тверская обл.
0,933215027	Краснодарский край	Тверская обл.
0,923704717	Красноярский край	Тверская обл.
0,926543375	Крым	Тверская обл.
0,93792846	Курганская обл.	Тверская обл.
0,961853538	Курская обл.	Тверская обл.
0,989813315	Ленинградская обл.	Тверская обл.
0,959698528	Липецкая обл.	Тверская обл.
0,631860224	Магаданская обл.	Тверская обл.
0,837815418	Марий Эл	Тверская обл.
0,907909938	Мордовия	Тверская обл.
0,629347979	Москва	Тверская обл.
0,845848709	Московская обл.	Тверская обл.
0,798979584	Мурманская обл.	Тверская обл.
0,850115456	Ненецкий АО	Тверская обл.
0,941054999	Нижегородская обл.	Тверская обл.
0,95574535	Новгородская обл.	Тверская обл.
0,933816302	Новосибирская обл.	Тверская обл.
0,932116213	Омская обл.	Тверская обл.
0,862583758	Оренбургская обл.	Тверская обл.
0,924544527	Орловская обл.	Тверская обл.
0,944150913	Пензенская обл.	Тверская обл.
0,970558682	Пермский край	Тверская обл.
0,895532988	Приморский край	Тверская обл.
0,958658977	Псковская обл.	Тверская обл.
0,938635045	Ростовская обл.	Тверская обл.
0,938249216	Рязанская обл.	Тверская обл.
0,945046273	Самарская обл.	Тверская обл.
0,947828268	Санкт-Петербург	Тверская обл.
0,954164769	Саратовская обл.	Тверская обл.
0,820092413	Саха (Якутия)	Тверская обл.
0,807580292	Сахалинская обл.	Тверская обл.
0,889127308	Свердловская обл.	Тверская обл.
0,949401007	Севастополь	Тверская обл.
0,768013168	Северная Осетия	Тверская обл.
0,963879319	Смоленская обл.	Тверская обл.
0,879593385	Ставропольский край	Тверская обл.
0,914793257	Тамбовская обл.	Тверская обл.
0,704306874	Татарстан	Тверская обл.
1	Тверская обл.	Тверская обл.
0,830783822	Томская обл.	Тверская обл.
0,932505777	Тульская обл.	Тверская обл.
0,512303774	Тыва	Тверская обл.
0,92447194	Тюменская обл.	Тверская обл.
0,901904264	Удмуртия	Тверская обл.
0,876296965	Ульяновская обл.	Тверская обл.
0,891099703	Хабаровский край	Тверская обл.
0,860302337	Хакасия	Тверская обл.
0,716633803	ХМАО – Югра	Тверская обл.
0,927693107	Челябинская обл.	Тверская обл.
0,811317237	Чечня	Тверская обл.
0,834006934	Чувашия	Тверская обл.
0,854585264	Чукотский АО	Тверская обл.
0,61412881	Ямало-Ненецкий АО	Тверская обл.
0,966943516	Ярославская обл.	Тверская обл.
0,932255948	Адыгея	Томская обл.
0,855841026	Алтай	Томская обл.
0,911315818	Алтайский край	Томская обл.
0,955484883	Амурская обл.	Томская обл.
0,910129038	Архангельская обл.	Томская обл.
0,753858212	Астраханская обл.	Томская обл.
0,754096485	Башкортостан	Томская обл.
0,851247756	Белгородская обл.	Томская обл.
0,795069766	Брянская обл.	Томская обл.
0,823991855	Бурятия	Томская обл.
0,799215018	Владимирская обл.	Томская обл.
0,880310411	Волгоградская обл.	Томская обл.
0,852167647	Вологодская обл.	Томская обл.
0,8596918	Воронежская обл.	Томская обл.
0,658159997	Дагестан	Томская обл.
0,884957438	Еврейская АО	Томская обл.
0,886888526	Забайкальский край	Томская обл.
0,873401709	Ивановская обл.	Томская обл.
0,779539954	Ингушетия	Томская обл.
0,855103795	Иркутская обл.	Томская обл.
0,793813327	Кабардино-Балкария	Томская обл.
0,822181258	Калининградская обл.	Томская обл.
0,701330709	Калмыкия	Томская обл.
0,809721999	Калужская обл.	Томская обл.
0,81981932	Камчатский край	Томская обл.
0,807884337	Карачаево-Черкессия	Томская обл.
0,83451795	Карелия	Томская обл.
0,91790503	Кемеровская обл.	Томская обл.
0,81337063	Кировская обл.	Томская обл.
0,908137639	Коми	Томская обл.
0,878645709	Костромская обл.	Томская обл.
0,829927738	Краснодарский край	Томская обл.
0,849389103	Красноярский край	Томская обл.
0,82559286	Крым	Томская обл.
0,893661708	Курганская обл.	Томская обл.
0,792696951	Курская обл.	Томская обл.
0,814289428	Ленинградская обл.	Томская обл.
0,810624065	Липецкая обл.	Томская обл.
0,826518626	Магаданская обл.	Томская обл.
0,709734756	Марий Эл	Томская обл.
0,913758839	Мордовия	Томская обл.
0,448921599	Москва	Томская обл.
0,542559061	Московская обл.	Томская обл.
0,809618044	Мурманская обл.	Томская обл.
0,823388701	Ненецкий АО	Томская обл.
0,840068922	Нижегородская обл.	Томская обл.
0,862340963	Новгородская обл.	Томская обл.
0,89987739	Новосибирская обл.	Томская обл.
0,872884926	Омская обл.	Томская обл.
0,874497181	Оренбургская обл.	Томская обл.
0,884166121	Орловская обл.	Томская обл.
0,860244298	Пензенская обл.	Томская обл.
0,847684776	Пермский край	Томская обл.
0,911845314	Приморский край	Томская обл.
0,861996441	Псковская обл.	Томская обл.
0,846528404	Ростовская обл.	Томская обл.
0,849317149	Рязанская обл.	Томская обл.
0,804399252	Самарская обл.	Томская обл.
0,758835519	Санкт-Петербург	Томская обл.
0,869702008	Саратовская обл.	Томская обл.
0,86310065	Саха (Якутия)	Томская обл.
0,855946489	Сахалинская обл.	Томская обл.
0,90386281	Свердловская обл.	Томская обл.
0,806317868	Севастополь	Томская обл.
0,725943717	Северная Осетия	Томская обл.
0,783112568	Смоленская обл.	Томская обл.
0,869370832	Ставропольский край	Томская обл.
0,816563203	Тамбовская обл.	Томская обл.
0,687206246	Татарстан	Томская обл.
0,830783822	Тверская обл.	Томская обл.
1	Томская обл.	Томская обл.
0,830903199	Тульская обл.	Томская обл.
0,542360784	Тыва	Томская обл.
0,905960458	Тюменская обл.	Томская обл.
0,840804952	Удмуртия	Томская обл.
0,912674967	Ульяновская обл.	Томская обл.
0,932403045	Хабаровский край	Томская обл.
0,849994747	Хакасия	Томская обл.
0,826386208	ХМАО – Югра	Томская обл.
0,854697804	Челябинская обл.	Томская обл.
0,640754755	Чечня	Томская обл.
0,73040127	Чувашия	Томская обл.
0,769067945	Чукотский АО	Томская обл.
0,803739217	Ямало-Ненецкий АО	Томская обл.
0,829423865	Ярославская обл.	Томская обл.
0,839990917	Адыгея	Тульская обл.
0,620879973	Алтай	Тульская обл.
0,85982957	Алтайский край	Тульская обл.
0,883966796	Амурская обл.	Тульская обл.
0,858217249	Архангельская обл.	Тульская обл.
0,825085142	Астраханская обл.	Тульская обл.
0,909904287	Башкортостан	Тульская обл.
0,934979446	Белгородская обл.	Тульская обл.
0,91811921	Брянская обл.	Тульская обл.
0,827201816	Бурятия	Тульская обл.
0,936240101	Владимирская обл.	Тульская обл.
0,893748341	Волгоградская обл.	Тульская обл.
0,909732921	Вологодская обл.	Тульская обл.
0,896678351	Воронежская обл.	Тульская обл.
0,706215376	Дагестан	Тульская обл.
0,761173625	Еврейская АО	Тульская обл.
0,888255059	Забайкальский край	Тульская обл.
0,930778842	Ивановская обл.	Тульская обл.
0,71539569	Ингушетия	Тульская обл.
0,879828927	Иркутская обл.	Тульская обл.
0,840644749	Кабардино-Балкария	Тульская обл.
0,912172601	Калининградская обл.	Тульская обл.
0,539494034	Калмыкия	Тульская обл.
0,935134428	Калужская обл.	Тульская обл.
0,761969857	Камчатский край	Тульская обл.
0,691190923	Карачаево-Черкессия	Тульская обл.
0,888791327	Карелия	Тульская обл.
0,774417713	Кемеровская обл.	Тульская обл.
0,84327091	Кировская обл.	Тульская обл.
0,847991421	Коми	Тульская обл.
0,796132057	Костромская обл.	Тульская обл.
0,895322544	Краснодарский край	Тульская обл.
0,857425321	Красноярский край	Тульская обл.
0,804765662	Крым	Тульская обл.
0,872635076	Курганская обл.	Тульская обл.
0,913642477	Курская обл.	Тульская обл.
0,932984792	Ленинградская обл.	Тульская обл.
0,931997033	Липецкая обл.	Тульская обл.
0,564708186	Магаданская обл.	Тульская обл.
0,75348254	Марий Эл	Тульская обл.
0,935422397	Мордовия	Тульская обл.
0,567125957	Москва	Тульская обл.
0,784410314	Московская обл.	Тульская обл.
0,741036082	Мурманская обл.	Тульская обл.
0,791565043	Ненецкий АО	Тульская обл.
0,929261324	Нижегородская обл.	Тульская обл.
0,921955479	Новгородская обл.	Тульская обл.
0,894454139	Новосибирская обл.	Тульская обл.
0,841743148	Омская обл.	Тульская обл.
0,769349687	Оренбургская обл.	Тульская обл.
0,942176509	Орловская обл.	Тульская обл.
0,896121353	Пензенская обл.	Тульская обл.
0,89756091	Пермский край	Тульская обл.
0,873341223	Приморский край	Тульская обл.
0,925990157	Псковская обл.	Тульская обл.
0,884070838	Ростовская обл.	Тульская обл.
0,951539132	Рязанская обл.	Тульская обл.
0,882308254	Самарская обл.	Тульская обл.
0,89868456	Санкт-Петербург	Тульская обл.
0,917380558	Саратовская обл.	Тульская обл.
0,784859621	Саха (Якутия)	Тульская обл.
0,754082177	Сахалинская обл.	Тульская обл.
0,893058817	Свердловская обл.	Тульская обл.
0,852526258	Севастополь	Тульская обл.
0,777352746	Северная Осетия	Тульская обл.
0,930384997	Смоленская обл.	Тульская обл.
0,796182473	Ставропольский край	Тульская обл.
0,9729031	Тамбовская обл.	Тульская обл.
0,835041526	Татарстан	Тульская обл.
0,932505777	Тверская обл.	Тульская обл.
0,830903199	Томская обл.	Тульская обл.
1	Тульская обл.	Тульская обл.
0,424070668	Тыва	Тульская обл.
0,860321669	Тюменская обл.	Тульская обл.
0,800707633	Удмуртия	Тульская обл.
0,828199951	Ульяновская обл.	Тульская обл.
0,865992367	Хабаровский край	Тульская обл.
0,771800158	Хакасия	Тульская обл.
0,714492729	ХМАО – Югра	Тульская обл.
0,918758712	Челябинская обл.	Тульская обл.
0,80833323	Чечня	Тульская обл.
0,87260445	Чувашия	Тульская обл.
0,824174929	Чукотский АО	Тульская обл.
0,601001019	Ямало-Ненецкий АО	Тульская обл.
0,940564363	Ярославская обл.	Тульская обл.
0,649084577	Адыгея	Тыва
0,700413636	Алтай	Тыва
0,549369945	Алтайский край	Тыва
0,534754716	Амурская обл.	Тыва
0,687589847	Архангельская обл.	Тыва
0,636514002	Астраханская обл.	Тыва
0,330297075	Башкортостан	Тыва
0,479899592	Белгородская обл.	Тыва
0,566511903	Брянская обл.	Тыва
0,618154029	Бурятия	Тыва
0,520165568	Владимирская обл.	Тыва
0,473749355	Волгоградская обл.	Тыва
0,391643026	Вологодская обл.	Тыва
0,489565627	Воронежская обл.	Тыва
0,771379641	Дагестан	Тыва
0,520989192	Еврейская АО	Тыва
0,622437596	Забайкальский край	Тыва
0,524474234	Ивановская обл.	Тыва
0,716237227	Ингушетия	Тыва
0,556380461	Иркутская обл.	Тыва
0,652306902	Кабардино-Балкария	Тыва
0,477476995	Калининградская обл.	Тыва
0,675357415	Калмыкия	Тыва
0,54492943	Калужская обл.	Тыва
0,760249387	Камчатский край	Тыва
0,723798646	Карачаево-Черкессия	Тыва
0,511070598	Карелия	Тыва
0,500000175	Кемеровская обл.	Тыва
0,510742437	Кировская обл.	Тыва
0,68070489	Коми	Тыва
0,619763138	Костромская обл.	Тыва
0,369991199	Краснодарский край	Тыва
0,692706431	Красноярский край	Тыва
0,519127306	Крым	Тыва
0,469305606	Курганская обл.	Тыва
0,531942707	Курская обл.	Тыва
0,462446141	Ленинградская обл.	Тыва
0,417979758	Липецкая обл.	Тыва
0,758852601	Магаданская обл.	Тыва
0,770861285	Марий Эл	Тыва
0,552795222	Мордовия	Тыва
0,560888256	Москва	Тыва
0,592025753	Московская обл.	Тыва
0,729865243	Мурманская обл.	Тыва
0,627326872	Ненецкий АО	Тыва
0,575309206	Нижегородская обл.	Тыва
0,61109882	Новгородская обл.	Тыва
0,580828482	Новосибирская обл.	Тыва
0,627970765	Омская обл.	Тыва
0,610756657	Оренбургская обл.	Тыва
0,472018597	Орловская обл.	Тыва
0,458134155	Пензенская обл.	Тыва
0,440972932	Пермский край	Тыва
0,583466614	Приморский край	Тыва
0,517330514	Псковская обл.	Тыва
0,446493606	Ростовская обл.	Тыва
0,474273608	Рязанская обл.	Тыва
0,439534271	Самарская обл.	Тыва
0,512665465	Санкт-Петербург	Тыва
0,409104276	Саратовская обл.	Тыва
0,549576458	Саха (Якутия)	Тыва
0,618933004	Сахалинская обл.	Тыва
0,56354205	Свердловская обл.	Тыва
0,462279603	Севастополь	Тыва
0,64946027	Северная Осетия	Тыва
0,546087331	Смоленская обл.	Тыва
0,620820972	Ставропольский край	Тыва
0,328792948	Тамбовская обл.	Тыва
0,196679596	Татарстан	Тыва
0,512303774	Тверская обл.	Тыва
0,542360784	Томская обл.	Тыва
0,424070668	Тульская обл.	Тыва
1	Тыва	Тыва
0,545453159	Тюменская обл.	Тыва
0,525624097	Удмуртия	Тыва
0,609547095	Ульяновская обл.	Тыва
0,585578002	Хабаровский край	Тыва
0,791878482	Хакасия	Тыва
0,734593224	ХМАО – Югра	Тыва
0,45284981	Челябинская обл.	Тыва
0,61592215	Чечня	Тыва
0,621823629	Чувашия	Тыва
0,567942525	Чукотский АО	Тыва
0,781468028	Ямало-Ненецкий АО	Тыва
0,422578904	Ярославская обл.	Тыва
0,878666111	Адыгея	Тюменская обл.
0,761027904	Алтай	Тюменская обл.
0,979162208	Алтайский край	Тюменская обл.
0,912555765	Амурская обл.	Тюменская обл.
0,89947769	Архангельская обл.	Тюменская обл.
0,879176756	Астраханская обл.	Тюменская обл.
0,889205968	Башкортостан	Тюменская обл.
0,90607208	Белгородская обл.	Тюменская обл.
0,899906901	Брянская обл.	Тюменская обл.
0,837937416	Бурятия	Тюменская обл.
0,918189023	Владимирская обл.	Тюменская обл.
0,917724184	Волгоградская обл.	Тюменская обл.
0,889759776	Вологодская обл.	Тюменская обл.
0,933430713	Воронежская обл.	Тюменская обл.
0,740470544	Дагестан	Тюменская обл.
0,858948474	Еврейская АО	Тюменская обл.
0,906560728	Забайкальский край	Тюменская обл.
0,887411273	Ивановская обл.	Тюменская обл.
0,76153536	Ингушетия	Тюменская обл.
0,955929756	Иркутская обл.	Тюменская обл.
0,78315868	Кабардино-Балкария	Тюменская обл.
0,912153968	Калининградская обл.	Тюменская обл.
0,68290682	Калмыкия	Тюменская обл.
0,846366169	Калужская обл.	Тюменская обл.
0,769488025	Камчатский край	Тюменская обл.
0,682397967	Карачаево-Черкессия	Тюменская обл.
0,860125161	Карелия	Тюменская обл.
0,921405472	Кемеровская обл.	Тюменская обл.
0,843752721	Кировская обл.	Тюменская обл.
0,925195912	Коми	Тюменская обл.
0,914878973	Костромская обл.	Тюменская обл.
0,941871983	Краснодарский край	Тюменская обл.
0,925188267	Красноярский край	Тюменская обл.
0,906581349	Крым	Тюменская обл.
0,972432342	Курганская обл.	Тюменская обл.
0,892232243	Курская обл.	Тюменская обл.
0,918557071	Ленинградская обл.	Тюменская обл.
0,90866897	Липецкая обл.	Тюменская обл.
0,722116512	Магаданская обл.	Тюменская обл.
0,797832277	Марий Эл	Тюменская обл.
0,900425366	Мордовия	Тюменская обл.
0,501498535	Москва	Тюменская обл.
0,69623066	Московская обл.	Тюменская обл.
0,826610633	Мурманская обл.	Тюменская обл.
0,905822557	Ненецкий АО	Тюменская обл.
0,916222307	Нижегородская обл.	Тюменская обл.
0,885026443	Новгородская обл.	Тюменская обл.
0,951959955	Новосибирская обл.	Тюменская обл.
0,971829363	Омская обл.	Тюменская обл.
0,949622155	Оренбургская обл.	Тюменская обл.
0,875770877	Орловская обл.	Тюменская обл.
0,929138234	Пензенская обл.	Тюменская обл.
0,954094912	Пермский край	Тюменская обл.
0,952277805	Приморский край	Тюменская обл.
0,883493788	Псковская обл.	Тюменская обл.
0,930090606	Ростовская обл.	Тюменская обл.
0,887255526	Рязанская обл.	Тюменская обл.
0,911919539	Самарская обл.	Тюменская обл.
0,835358743	Санкт-Петербург	Тюменская обл.
0,921159968	Саратовская обл.	Тюменская обл.
0,844616931	Саха (Якутия)	Тюменская обл.
0,846439455	Сахалинская обл.	Тюменская обл.
0,949559638	Свердловская обл.	Тюменская обл.
0,917777069	Севастополь	Тюменская обл.
0,734948668	Северная Осетия	Тюменская обл.
0,877750371	Смоленская обл.	Тюменская обл.
0,933775629	Ставропольский край	Тюменская обл.
0,856685686	Тамбовская обл.	Тюменская обл.
0,623954873	Татарстан	Тюменская обл.
0,92447194	Тверская обл.	Тюменская обл.
0,905960458	Томская обл.	Тюменская обл.
0,860321669	Тульская обл.	Тюменская обл.
0,545453159	Тыва	Тюменская обл.
1	Тюменская обл.	Тюменская обл.
0,89763199	Удмуртия	Тюменская обл.
0,941121164	Ульяновская обл.	Тюменская обл.
0,93739311	Хабаровский край	Тюменская обл.
0,874310241	Хакасия	Тюменская обл.
0,788816447	ХМАО – Югра	Тюменская обл.
0,926791304	Челябинская обл.	Тюменская обл.
0,735585723	Чечня	Тюменская обл.
0,756093607	Чувашия	Тюменская обл.
0,822158824	Чукотский АО	Тюменская обл.
